mainform;variation;count;details
'-c'que;'-c'que;1;
'a;'a;10;
'abdoullâh;'abdoullâh;1;
'aboulez;'aboulez;1;
'absentes;'absentes;1;
'ach';'ach';1;
'achoura;'achoura;1;
'ack;'ack;2;
'action;'action;1;
'agrandit;'agrandit;1;
'ai;'ai;9;
'aif;'aif;1;
'aight;'aight;1;
'ais-f';'ais-f';2;
'aise;'aise;1;
'al;'al;5;
'ali;'ali;1;
'allah;'allah;1;
'amar;'amar;1;
'amour;'amour;1;
'ana;'ana;6;
'anbiyas;'anbiyas;1;
'anc;'anc;1;
'ani;'ani;2;
'anonymat;'anonymat;1;
'aoules;'aoules;4;
'arrêter;'arrêter;1;
'as;'as;2;
'assagir;'assagir;1;
'asser;'asser;10;
'asy;'asy;1;
'aura;'aura;3;
'autiste;'autiste;1;
'avais;'avais;1;
'aveugle;'aveugle;3;
'avoir;'avoir;1;
'aye;'aye;2;
'azy;'azy;2;
'babs;'babs;1;
'baby;'baby;1;
'bang';'bang';1;
'bat;'bat;2;
'bats;'bats;4;
'be-ro';'be-ro';1;
'becs;'becs;1;
'bicar;'bicar;1;
'bicard;'bicard;1;
'bigfoot;'bigfoot;1;
'billet;'billet;1;
'blar;'blar;1;
'bonnes;'bonnes;1;
'bouger;'bouger;1;
'boul;'boul;1;
'bourreau';'bourreau';1;
'bout;'bout;15;
'boutin;'boutin;12;
'boy;'boy;1;
'brasser;'brasser;2;
'bre;'bre;4;
'bre-som';'bre-som';2;
'bres-som';'bres-som';1;
'brouilles;'brouilles;1;
'bum-'bum;'bum-'bum;1;
'buées;'buées;1;
'bène;'bène;1;
'bé;'bé;1;
'bécile;'bécile, 'béciles;2;'bécile (1), 'béciles (1)
'bîmé;'bîmé;1;
'bûches;'bûches;1;
'c'était;'c'était;1;
'cace;'cace;1;
'cain;'cain;1;
'cain-'cain;'cain-'cain;3;
'cain-ri';'cain-ri';2;
'caisse;'caisse;1;
'caisser;'caisser;2;
'calle';'calle';1;
'cances;'cances;1;
'card;'card;1;
'case;'case;2;
'cause;'cause;30;
'caves;'caves;2;
'caïne;'caïne;1;
'ccasonne;'ccasonne;1;
'ce;'ce;1;
'celé';'celé';1;
'cer-per';'cer-per';1;
'ch;'ch;1;
'ch'allah;'ch'allah;2;
'challah;'challah;3;
'chiré;'chiré;3;
'chirés;'chirés;1;
'chose-quel';'chose-quel';1;
'chui;'chui;1;
'ciaga;'ciaga;1;
'cke-shne';'cke-shne';1;
'cks-sti';'cks-sti';1;
'clashes';'clashes';1;
'claté;'claté;1;
'coche;'coche;3;
'comprenez;'comprenez;2;
'connais;'connais;1;
'cons';'cons';1;
'cool-al';'cool-al';1;
'cor;'cor;1;
'core;'core;2;
'coste;'coste;1;
'coste-la';'coste-la';1;
'coute;'coute;8;
'crasé;'crasé;1;
'cris;'cris;1;
'crois;'crois;2;
'cross;'cross;2;
'cs-tru';'cs-tru';1;
'culture';'culture';1;
'culé;'culé;3;
'culés;'culés;1;
'cuz;'cuz;4;
'da-'dam;'da-'dam;1;
'da-dam;'da-dam;1;
'da-s';'da-s';1;
'dal;'dal;1;
'dalle;'dalle;1;
'dam;'dam;17;
'dame;'dame;1;
dass;dass, dass', 'dass', 'das;47;dass (40), dass' (5), 'dass' (1), 'das (1)
'daves;'daves;3;
'de;'de;1;
'de-ble';'de-ble';1;
'de-mo';'de-mo';1;
'de-pro';'de-pro';1;
'de-spee';'de-spee';3;
'deh;'deh;3;
'del;'del;30;
'devraient';'devraient';1;
'di;'di;1;
'dict;'dict;1;
'dits-ban';'dits-ban';1;
'djal;'djal;1;
'dji;'dji;3;
'djis;'djis;2;
'djo;'djo;2;
'doit;'doit;1;
'don't;'don't;8;
'dosa;'dosa;3;
'dossa;'dossa;1;
'dou-mama';'dou-mama';1;
'doune;'doune;1;
'drait;'drait;1;
'dwich;'dwich;4;
'dwiches;'dwiches;1;
'déine;'déine;1;
'dép;'dép;1;
'déplace;'déplace;1;
'dés;'dés;1;
'e-ur';'e-ur';2;
'eau;'eau;1;
'eille;'eille;4;
'elle;'elle;2;
'elle';'elle';1;
'empirant;'empirant;1;
'emporte;'emporte;1;
'empêchent;'empêchent;1;
'en;'en;1;
'endors;'endors;1;
'enfer;'enfer;1;
'eng;'eng;1;
'ennui;'ennui;1;
'enregistrer;'enregistrer;1;
'ens-g';'ens-g';1;
'ensor';'ensor';1;
'entuber';'entuber';1;
'eptique;'eptique;1;
'es;'es;3;
'esprit;'esprit;1;
'espère;'espère;1;
'ess;'ess;3;
'et;'et;1;
'excuser;'excuser;1;
'facer;'facer;2;
'failli;'failli;8;
'faire;'faire;1;
'fait;'fait;3;
'fallait;'fallait;3;
'fasa;'fasa;1;
'faudrait;'faudrait;3;
'faut;'faut;29;
'façons;'façons;1;
'ferai;'ferai;1;
'ferais;'ferais;1;
'fface;'fface;1;
'ffacer;'ffacer;1;
'ffaires;'ffaires;2;
'fflelou;'fflelou;1;
'ffres-chi';'ffres-chi';2;
'fia;'fia;1;
'fiance;'fiance;6;
'ficial;'ficial;1;
'fin;'fin;16;
'fini;'fini;1;
'finir;'finir;1;
'fit;'fit;1;
'flix;'flix;1;
'foiré;'foiré;6;
'fonce;'fonce;4;
'fonce-dé';'fonce-dé';4;
'font;'font;5;
'franchir;'franchir;3;
'frite;'frite;1;
'frotte;'frotte;1;
'g;'g;5;
'gade;'gade;1;
'gaine;'gaine;2;
'gal;'gal;4;
'gard;'gard;1;
'garde;'garde;1;
'gards;'gards;1;
'garres-ba';'garres-ba';1;
'gasin;'gasin;1;
'gent;'gent;1;
'gent-'gent;'gent-'gent;2;
'gent-ar';'gent-ar';1;
'gent-gent';'gent-gent';1;
'gir;'gir;2;
'glig';'glig';1;
'glige;'glige;3;
'glish;'glish;1;
'go-fri';'go-fri';1;
'goler;'goler;1;
'gos';'gos';1;
'got;'got;1;
'gote;'gote;1;
'goth;'goth;1;
'goûte;'goûte;2;
'goûté;'goûté;1;
'gram;'gram;1;
'gue-dro';'gue-dro';1;
'guez;'guez;2;
'guez-mer';'guez-mer';1;
'guna;'guna;12;
'gée;'gée;1;
'génocide;'génocide;1;
'habitais;'habitais;1;
'heure;'heure;1;
'homme;'homme;1;
'honneur;'honneur;3;
'huître;'huître;1;
'héhé';'héhé';1;
'hématomes;'hématomes;1;
'i';'i';1;
'icha;'icha;1;
'idemmm';'idemmm';1;
'iller-bri';'iller-bri';1;
'imbécile;'imbécile;1;
'imposer;'imposer;1;
'in';'in';1;
'inimanimo;'inimanimo;3;
'inquete;'inquete;1;
'iro;'iro;4;
'isha;'isha;1;
'israel;'israel;1;
'iv;'iv;4;
'ive;'ive;2;
'j'prefere;'j'prefere;1;
'j'pète;'j'pète;1;
'j'te;'j'te;1;
'j'éclaire;'j'éclaire;1;
'j'écris;'j'écris;1;
'je;'je;1;
'jette;'jette;1;
'jure;'jure;1;
'jveux;'jveux;1;
'ka;'ka;1;
'kaï;'kaï;1;
'ke;'ke;2;
'kech;'kech;1;
'kesh;'kesh;1;
'khedma';'khedma';1;
'koro;'koro;6;
'kuzas;'kuzas;2;
'l;'l;1;
'l'aime;'l'aime;1;
'l'esquive';'l'esquive';1;
'l'instru;'l'instru;1;
'la;'la;3;
'laboratoire;'laboratoire;1;
'lah;'lah;1;
'landaise;'landaise;2;
'lante;'lante;1;
'lars;'lars;3;
'layette;'layette;2;
'le;'le;2;
'les;'les;1;
'lettes;'lettes;1;
'leur-dea';'leur-dea';1;
'leurs;'leurs;6;
'lice;'lice;3;
'lire;'lire;1;
'lita;'lita;1;
'liyah;'liyah;2;
'llahi;'llahi;1;
'llards;'llards;1;
'llars;'llars;5;
'lle;'lle;3;
'lle-ma;'lle-ma;1;
'lles-cou;'lles-cou;3;
'llu;'llu;1;
'llus;'llus;2;
'locks;'locks;1;
'lont;'lont;1;
'lope;'lope;3;
'lopes;'lopes;3;
'los;'los;4;
'loss;'loss;13;
'losses;'losses;5;
'loux-ja';'loux-ja';1;
'lume;'lume;1;
'lune;'lune;1;
'là-celui';'là-celui';1;
'm'arrive;'m'arrive;1;
'm'en;'m'en;2;
'm'ont;'m'ont;1;
'm'prend;'m'prend;1;
'ma;'ma;1;
'macy;'macy;1;
'mais;'mais;1;
'man;'man;4;
'mant;'mant;1;
'mas;'mas;1;
'masse;'masse;1;
'matique;'matique;1;
'mazing;'mazing;1;
'me-'da';'me-'da';2;
'meda';'meda';1;
'melo;'melo;1;
'ment;'ment;1;
'merci';'merci';1;
'mes-cri';'mes-cri';1;
'mettait;'mettait;1;
'mettent;'mettent;1;
'mettre;'mettre;1;
'mina;'mina;16;
'mmmh';'mmmh';1;
'monsieur;'monsieur;1;
'moon;'moon;1;
'mouv;'mouv;1;
'ms;'ms;1;
'muel-sa';'muel-sa';1;
'mé-cra';'mé-cra';1;
'n';'n';6;
'n'a;'n'a;1;
'naces-me';'naces-me';1;
'nam;'nam;1;
'nardo;'nardo;13;
'nchallah;'nchallah;1;
'ne;'ne;2;
'ner;'ner;1;
'ner-'ner;'ner-'ner;1;
'nesta';'nesta';1;
'niquer;'niquer;1;
'nnaît-co';'nnaît-co';2;
'no;'no;2;
'no-bru;'no-bru;1;
'notté;'notté;6;
'nous;'nous;1;
'nuques-nuques;'nuques-nuques;1;
'nôme;'nôme;1;
'oid;'oid;1;
'oids;'oids;1;
'ok;'ok;1;
'olymp;'olymp;1;
'omra;'omra;1;
'on;'on;6;
'ont;'ont;1;
'oster;'oster;1;
'ouaient-j';'ouaient-j';1;
'oublie;'oublie;3;
'oublier;'oublier;1;
'out';'out';1;
'ouzou;'ouzou;1;
'ouèj;'ouèj;1;
'p';'p';1;
'p't'être;'p't'être;1;
'pa;'pa;5;
'pac;'pac;7;
'pagnée;'pagnée;1;
'paisé;'paisé;1;
'parais;'parais;1;
'parait;'parait;5;
'paraît;'paraît;7;
'parer;'parer;1;
'parle;'parle;1;
'passage;'passage;1;
'passe;'passe;1;
'passer;'passer;1;
'paye;'paye;1;
'pec;'pec;4;
'pee;'pee;1;
'pense;'pense;2;
'per-ta';'per-ta';5;
'pes-cou';'pes-cou';4;
'pes-sa';'pes-sa';1;
'pheelo;'pheelo;1;
'phone;'phone;5;
'pied;'pied;1;
'pleins;'pleins;1;
'plus;'plus;1;
'poli;'poli;1;
'pon;'pon;1;
'ppelles;'ppelles;1;
'projette;'projette;1;
'proof;'proof;1;
'près;'près;1;
'précier;'précier;1;
'pu';'pu';1;
'puche;'puche;1;
'pue';'pue';3;
'puis;'puis;1;
'put;'put;1;
'pètent;'pètent;1;
'pé-cou';'pé-cou';1;
'pécs;'pécs;1;
'pétit;'pétit;1;
'qu'emballe;'qu'emballe;1;
'qu-en;'qu-en;1;
'que;'que;3;
'quen;'quen;4;
'quets-bri';'quets-bri';1;
'quise;'quise;1;
'quoi;'quoi;4;
'quon;'quon;1;
'r-mu';'r-mu';1;
'r-œus';'r-œus';1;
'rabes-a';'rabes-a';1;
'rari;'rari;10;
'rate;'rate;1;
'ravzette';'ravzette';1;
're-frè';'re-frè';1;
're-mé';'re-mé';1;
'rect;'rect;1;
'rect-di';'rect-di';1;
'reille;'reille;1;
'renoi';'renoi';1;
'renps;'renps;1;
'rents-pa';'rents-pa';2;
'rer-pleu';'rer-pleu';1;
'res-frè';'res-frè';2;
'reur-ti';'reur-ti', 'reurs-ti';2;'reur-ti' (1), 'reurs-ti' (1)
'reusement;'reusement;1;
'rhaffer';'rhaffer';1;
'ricain;'ricain;4;
'ricaines;'ricaines;2;
'ricains;'ricains;6;
'rien;'rien;1;
'ris-pa';'ris-pa';1;
'rière;'rière;6;
'ro;'ro;1;
'ro-m;'ro-m;1;
'ronne;'ronne;1;
'rophares;'rophares;1;
'roule;'roule;1;
'round;'round;1;
'rrain-'rrain;'rrain-'rrain;1;
'rre-ve';'rre-ve';1;
'rriver;'rriver;1;
'rrête;'rrête;6;
'rus;'rus;1;
'ré;'ré;3;
'rée-soi';'rée-soi';1;
'rées-soi';'rées-soi';2;
'rête;'rête;1;
's';'s';1;
's'en;'s'en;2;
's'ont;'s'ont;1;
's'pèce;'s'pèce;1;
's-ont;'s-ont;1;
'sa;'sa;1;
'sacce;'sacce;3;
'sace;'sace;2;
'sachons;'sachons;1;
'saille;'saille;2;
'sailles;'sailles;2;
'savent;'savent;3;
'sco;'sco;1;
'scope;'scope;1;
'scuse;'scuse;3;
seille-o;seille-o, zeillo, seill-o, zeille-o, seil-o, seillo, zei-llo, seille-o', seilleo, seileos, 'seille-o, 'seillo, zeil-o, zeill-o, zeilo;321;seille-o (265), zeillo (21), seill-o (13), zeille-o (8), seil-o (2), seillo (2), zei-llo (2), seille-o' (1), seilleo (1), seileos (1), 'seille-o (1), 'seillo (1), zeil-o (1), zeill-o (1), zeilo (1)
'seille;'seille, zeille, seille', seil', 'seil, seille-', zeil', zeille', zeill';100;'seille (74), zeille (13), seille' (6), seil' (2), 'seil (2), seille-' (1), zeil' (1), zeille' (1), zeill' (0)
'semble;'semble;2;
'sence;'sence;1;
'sensé;'sensé;1;
'senti;'senti;1;
'seoir;'seoir;1;
'sep;'sep;2;
'ser;'ser;1;
'sert;'sert;1;
'ses-fes';'ses-fes';1;
'ses-pha';'ses-pha';5;
'seuf;'seuf;6;
'sey;'sey;2;
'shallah;'shallah;1;
'shi;'shi;1;
'shroom;'shroom;1;
'si;'si;2;
'sic;'sic;2;
'sie;'sie;4;
'sik;'sik;1;
'sin;'sin;21;
'sine;'sine;5;
'sines;'sines;1;
'sino;'sino;1;
'sins;'sins;3;
'siris;'siris;1;
'sirus;'sirus;16;
'siste;'siste;10;
'socie;'socie;1;
'soir-ce';'soir-ce';1;
'sold;'sold;1;
'sommes;'sommes;1;
'son;'son;4;
'son-'son;'son-'son;2;
'sonne-per';'sonne-per';4;
'sont;'sont;12;
'sort;'sort;1;
'sortir;'sortir;1;
'sos;'sos;1;
'sos';'sos';1;
'soss;'soss;2;
'spirer;'spirer;1;
'spiway;'spiway;2;
'spèce;'spèce;14;
'squette;'squette;2;
'squette-ca';'squette-ca';1;
'squettes;'squettes;1;
'sra;'sra;1;
'sse-cla';'sse-cla';1;
'sse-grai';'sse-grai';1;
'ssecon;'ssecon;1;
'ssez;'ssez;1;
'ssi;'ssi;1;
'ssion-mi';'ssion-mi';1;
'ssity;'ssity;1;
'staud-cos';'staud-cos';1;
'ste;'ste;1;
'steuplé;'steuplé;1;
'steurs;'steurs;2;
'sti;'sti;1;
'stik;'stik;1;
'stoc;'stoc;2;
'stock;'stock;1;
'stoire;'stoire;2;
'stup;'stup;1;
'stylo;'stylo;1;
'suffit;'suffit;1;
'suis;'suis;5;
'sè-'sère;'sè-'sère;1;
'sère;'sère, 'zer, sère;27;'sère (20), 'zer (6), sère (1)
't'arrive;'t'arrive;1;
't'façon;'t'façon;1;
't'à;'t'à;3;
'ta-'tasse;'ta-'tasse;2;
'ta-tasses;'ta-tasses;2;
'tagasses;'tagasses;2;
'tage;'tage;1;
'tain;'tain;10;
'tais;'tais;1;
'tal-bru';'tal-bru';1;
'taler;'taler;6;
'tales;'tales;1;
'taleur;'taleur;1;
'talle;'talle;1;
'tans;'tans;1;
'tant;'tant;1;
'tape;'tape;4;
'tards;'tards, 'tard;10;'tards (9), 'tard (1)
'taro;'taro;1;
'tasses-'tasses;'tasses-'tasses;3;
'tasses-pé;'tasses-pé, 'tasses-pé';6;'tasses-pé (3), 'tasses-pé' (3)
'tassiers-put';'tassiers-put';1;
'tate;'tate;1;
'tates-pa';'tates-pa';1;
'taya;'taya;1;
'tazs;'tazs;1;
'tchies;'tchies;1;
'te;'te;1;
'tel;'tel;1;
'tel-hô';'tel-hô';1;
'tension;'tension;1;
'tention;'tention;2;
'ter;'ter;1;
'ter'ter';'ter'ter';1;
'ter-ma';'ter-ma';1;
'teris;'teris;1;
'terre-pa';'terre-pa';1;
'tes;'tes;1;
'tes-bê';'tes-bê';1;
'tess;'tess;11;
'teuch;'teuch;1;
'teuil-'teuil;'teuil-'teuil;1;
'teurs;'teurs;40;
'thazine;'thazine;2;
'thias-ma';'thias-ma';1;
'tho-my';'tho-my';1;
'thos-my';'thos-my';2;
'ti;'ti;1;
'tiaga;'tiaga;1;
'tignolles;'tignolles;1;
'till;'till;5;
'tin;'tin;1;
'tine;'tine;1;
'tino;'tino;1;
'tio;'tio;1;
'tite;'tite;3;
'tits;'tits;1;
'tmets;'tmets;1;
'tone;'tone;1;
'tos;'tos;4;
'toss;'toss;1;
'tou-bab';'tou-bab';1;
'tout-par';'tout-par';2;
'toute;'toute;2;
'toutes;'toutes;10;
'toz;'toz;1;
'trange;'trange;1;
'trangers;'trangers;2;
'treil;'treil;1;
'trer-ren';'trer-ren';2;
'tres-traî';'tres-traî';1;
'trise-maî';'trise-maî';1;
'trixé;'trixé;1;
'trousse;'trousse;1;
'troën;'troën;1;
'truche;'truche;1;
'tu;'tu;2;
'tu-'ture;'tu-'ture;1;
'tume;'tume;16;
'ture;'ture;4;
'tá;'tá;1;
'té;'té;2;
'té-cou';'té-cou';1;
'té-cô';'té-cô';2;
'técale;'técale;3;
'téka';'téka';1;
'tête;'tête;1;
'uc-zer;'uc-zer;1;
'uet;'uet;1;
'une;'une;1;
'ure;'ure;2;
'va;'va;1;
'vais;'vais;1;
'vant;'vant;2;
'verront;'verront;1;
'ves-ca';'ves-ca';1;
'ves-qui';'ves-qui';1;
'vesqui;'vesqui;1;
'vesqui';'vesqui';1;
'veuch;'veuch;2;
'veulent;'veulent;4;
'veut;'veut;1;
'veux;'veux;7;
'vg;'vg;1;
'vi-ser';'vi-ser';6;
'vie;'vie;2;
'viennes;'viennes;18;
'viens';'viens';1;
'vieux;'vieux;1;
'villiers;'villiers;1;
'virus';'virus';1;
'vite;'vite;1;
'voient;'voient;2;
'voitises;'voitises;1;
'voix;'voix;1;
'vont;'vont;1;
'voudrais;'voudrais;1;
'voulais;'voulais;1;
'vres-lè';'vres-lè';1;
'vresse;'vresse;1;
'vu;'vu;1;
'vé-ner';'vé-ner', 'vée-ner', 'vés-ner', 'vées-ner';7;'vé-ner' (2), 'vée-ner' (2), 'vés-ner' (2), 'vées-ner' (1)
'vésqui';'vésqui';1;
'woh;'woh;1;
'wood;'wood;5;
'y;'y;14;
'y'a;'y'a;16;
'ya;'ya;1;
'yabusa;'yabusa;1;
'yeuz;'yeuz;1;
'yeuz';'yeuz';1;
'yoncé;'yoncé;4;
'yous-v';'yous-v';1;
'youvoi';'youvoi';1;
'zaghi;'zaghi;1;
'zas;'zas;2;
'zdar;'zdar;2;
'zeille;'zeille, 'zeil;9;'zeille (7), 'zeil (2)
'zen;'zen;2;
zer;zer;53;
'ziats;'ziats;1;
'zie;'zie;1;
'ziens-t;'ziens-t;1;
'zilla;'zilla;2;
'zine;'zine;4;
'zone;'zone;1;
'zzas;'zzas;1;
'à;'à;1;
'ça;'ça;1;
'école;'école;1;
'époque;'époque;1;
'épée;'épée;1;
'étais;'étais;1;
'étouffure;'étouffure;1;
'être;'être;2;
a'-p;a'-p;1;
a'cheum;a'cheum;1;
a'dec;a'dec;1;
a'ec;a'ec;1;
a'ight;a'ight;5;
a'oudou;a'oudou;2;
a'oudoubillah;a'oudoubillah;2;
a'starfou'allah;a'starfou'allah;1;
a'zy;a'zy;1;
a-a;a-a;1;
a-a-a;a-a-a;16;
a-a-a-a-a-a-a;a-a-a-a-a-a-a;1;
a-a-a-a-a-a-allô;a-a-a-a-a-a-allô;1;
a-a-a-a-a-aaax';a-a-a-a-a-aaax';3;
a-a-a-a-a-allô;a-a-a-a-a-allô;3;
a-a-a-a-akha;a-a-a-a-akha;1;
a-a-a-a-ax';a-a-a-a-ax';1;
a-a-abandonné;a-a-abandonné;6;
a-a-abonné;a-a-abonné;18;
a-a-agacé;a-a-agacé;1;
a-a-allô;a-a-allô;1;
a-a-asap;a-a-asap;1;
a-a-avale;a-a-avale;16;
a-a-avançons;a-a-avançons;1;
a-a-po-po-tre;a-a-po-po-tre;1;
a-accentue;a-accentue;2;
a-accroche;a-accroche;2;
a-adieu;a-adieu;2;
a-al;a-al;1;
a-allô;a-allô;10;
a-alonzo;a-alonzo;1;
a-alphonse;a-alphonse;2;
a-arrête;a-arrête;2;
a-ash;a-ash;1;
a-attends;a-attends;1;
a-avant;a-avant;1;
a-aïe;a-aïe;3;
a-b;a-b;4;
a-b-ab;a-b-ab;1;
a-b-b-a;a-b-b-a;1;
a-b-c;a-b-c;5;
a-b-i-s;a-b-i-s;4;
a-b-un-deux;a-b-un-deux;2;
a-bust;a-bust;1;
a-c;a-c;2;
a-ce;a-ce;25;
a-chever;a-chever;1;
a-deal;a-deal;1;
a-h-m-a-d;a-h-m-a-d;1;
a-i;a-i;1;
a-i-r-b-e-l;a-i-r-b-e-l;1;
a-i-é;a-i-é;1;
a-justice;a-justice;1;
a-k;a-k;2;
a-k-h;a-k-h;2;
a-l;a-l;13;
a-l-a-d-i-n;a-l-a-d-i-n;1;
a-l-i;a-l-i;4;
a-l-i-n-o;a-l-i-n-o;4;
a-l-i-x;a-l-i-x;1;
a-l-k-p-o-t-e;a-l-k-p-o-t-e;7;
a-l-o-n-z;a-l-o-n-z;2;
a-lc;a-lc;1;
a-m-e-r;a-m-e-r;1;
a-m-g;a-m-g;1;
a-m-o-u-r;a-m-o-u-r;4;
a-n-t-o;a-n-t-o;1;
a-on;a-on;2;
a-p;a-p, a-p';16;a-p (16), a-p' (0)
a-par;a-par;1;
a-priori;a-priori;2;
a-ps;a-ps;1;
a-r;a-r;10;
a-r-t;a-r-t;14;
a-s-b;a-s-b;15;
a-salamalikoum;a-salamalikoum;5;
a-speak;a-speak;3;
a-sé-bu;a-sé-bu;2;
a-t-e-f;a-t-e-f;1;
a-t-elle;a-t-elle;18;
a-tréma;a-tréma;1;
a-tter-is;a-tter-is;1;
a-u-x;a-u-x;1;
a-ve-rri;a-ve-rri;2;
a-ver-ri;a-ver-ri;2;
a-voir;a-voir;1;
a-vé-rri;a-vé-rri;1;
a-x-i-s;a-x-i-s;1;
aka;aka, a.k.a;189;aka (189), a.k.a (0)
aa-twelve;aa-twelve;3;
aaaaaaaaaaaaaaaaaaaaaaaaaaah;aaaaaaaaaaaaaaaaaaaaaaaaaaah;1;
aaaaaaaaaaaaaaaaaaaaaaah;aaaaaaaaaaaaaaaaaaaaaaah;1;
aaaaaaaaaaaaaaaaaaaahhhhh;aaaaaaaaaaaaaaaaaaaahhhhh;1;
aaaaaaaaaaaaaaaah;aaaaaaaaaaaaaaaah;2;
aaaaaaaaaaaaah;aaaaaaaaaaaaah;1;
aaaaaaaaaaaaeeeeeeeeh;aaaaaaaaaaaaeeeeeeeeh;16;
aaaaaaaaaah;aaaaaaaaaah;1;
aaaaaaaaaahhhh;aaaaaaaaaahhhh;1;
aaaaaaaaaarhhhhh;aaaaaaaaaarhhhhh;1;
aaaaaaaaarrh;aaaaaaaaarrh;1;
aaaaaaaah;aaaaaaaah;1;
aaaaaaaahhh;aaaaaaaahhh;1;
aaaaaaah;aaaaaaah;1;
aaaaaah;aaaaaah;27;
aaaaah;aaaaah;19;
aaaaahh;aaaaahh;2;
aaaaahhhh;aaaaahhhh;1;
aaaaamour;aaaaamour;1;
aaaaayye;aaaaayye;1;
aaaaheeeh;aaaaheeeh;1;
aaaahh;aaaahh;1;
aaaahhh;aaaahhh;1;
aaaahhhh;aaaahhhh;1;
aaaar;aaaar;2;
aaaarrrggghhhh;aaaarrrggghhhh;1;
aaahaah;aaahaah;1;
aaahh;aaahh;1;
aaahhh;aaahhh;4;
aaaie;aaaie;1;
aaaight;aaaight;1;
aaargh;aaargh;2;
aaarrh;aaarrh;12;
aaarrête;aaarrête;1;
aaatch;aaatch;1;
aaattend;aaattend;1;
aaax;aaax;1;
aahaah;aahaah;5;
aahh;aahh;5;
aahhh;aahhh;1;
aai;aai;1;
aalaykoum;aalaykoum;2;
aalia;aalia;2;
aalik;aalik;1;
aalikum;aalikum;2;
aalleyhi;aalleyhi;1;
aalyah;aalyah;47;
aalyiah;aalyiah;6;
aami;aami;1;
aaounak;aaounak;1;
aarbi;aarbi;5;
aaref;aaref;1;
aarrrgh;aarrrgh;1;
aasba;aasba;1;
aasche;aasche;1;
aatek;aatek;1;
aayahasis;aayahasis;1;
aaychin;aaychin;4;
aaza;aaza;1;
ab-ba;ab-ba;1;
abab;abab;2;
ababou;ababou;1;
abajo;abajo;1;
abajour;abajour;1;
abajours;abajours;1;
abal;abal;1;
abandonaria;abandonaria;1;
abandonneeer;abandonneeer;2;
abandonné-né-né-né;abandonné-né-né-né;3;
abaoud;abaoud;1;
abarth;abarth;6;
abarths;abarths;1;
abass;abass;3;
abassourdie;abassourdie;1;
abaya;abaya;1;
abbassarti;abbassarti;2;
abbassides;abbassides;1;
abbatage;abbatage;1;
abbatu;abbatu;2;
abbatue;abbatue;1;
abboie;abboie;1;
abbès;abbès;3;
abcd;abcd;1;
abcdr;abcdr;1;
abd-al-malik;abd-al-malik;1;
abd-al-malik-chez-ruquier;abd-al-malik-chez-ruquier;1;
abd-al-malik-et-grand-corps-malade;abd-al-malik-et-grand-corps-malade;2;
abd-al-malik-interview;abd-al-malik-interview;2;
abd-el-kader;abd-el-kader;1;
abda-la-lah;abda-la-lah;1;
abdallah;abdallah;7;
abdallalalah;abdallalalah;1;
abdari;abdari;1;
abde;abde;1;
abdel-frank;abdel-frank;1;
abdel-wam;abdel-wam;1;
abdelalien;abdelalien;2;
abdelhamid;abdelhamid;1;
abdelhay;abdelhay;1;
abdelkader;abdelkader;1;
abdelkarim;abdelkarim;3;
abdelkrim;abdelkrim;3;
abdelkrime;abdelkrime;1;
abdellah;abdellah;1;
abdellatif;abdellatif;1;
abdelmalik-et-le-soufisme-en-islam;abdelmalik-et-le-soufisme-en-islam;1;
abdelouahed;abdelouahed;1;
abder;abder;2;
abderrazak;abderrazak;1;
abderrezaq;abderrezaq;1;
abdeslam;abdeslam;1;
abdo';abdo';2;
abdominable;abdominable;1;
abdominé;abdominé;1;
abdos';abdos';1;
abdos-fessiers;abdos-fessiers;1;
abdou;abdou;7;
abdoubeatzzz;abdoubeatzzz;1;
abdoul;abdoul;3;
abdoulai;abdoulai;1;
abdoulaye;abdoulaye;19;
abdoulaï;abdoulaï;5;
abdoullah;abdoullah;1;
abdula;abdula;1;
abdulai;abdulai;1;
abdulaye;abdulaye;1;
abdulaï;abdulaï;2;
abdullah;abdullah;2;
abdé;abdé;2;
abedi;abedi;1;
abella;abella;1;
abena;abena;1;
aberta;aberta;7;
abesses;abesses;1;
abhérant;abhérant;1;
abidine;abidine;1;
abidjan-paris-dakar-lomé;abidjan-paris-dakar-lomé;1;
abilité;abilité;1;
abiment;abiment;3;
abimer;abimer;4;
abimes;abimes;2;
abimé;abimé;13;
abimée;abimée;1;
abimés;abimés;6;
abitbol;abitbol;4;
ablaye;ablaye;18;
ablo;ablo;1;
abloh;abloh;6;
abo-ri-gènes;abo-ri-gènes;1;
aboa;aboa;1;
abobou;abobou;1;
aboit;aboit;2;
abondemment;abondemment;2;
abou';abou';1;
aboubacar;aboubacar;1;
aboubakar;aboubakar;2;
aboudou;aboudou;1;
aboudouflash;aboudouflash;7;
aboudouflish;aboudouflish;9;
aboudousplash;aboudousplash;1;
aboulaye;aboulaye;1;
aboulaï;aboulaï;1;
aboustissement;aboustissement;1;
abracada';abracada';1;
abracadabezbar;abracadabezbar;1;
abracadabrah-brah;abracadabrah-brah;1;
abracarambar;abracarambar;1;
abramovich;abramovich;1;
abramovitch;abramovitch;1;
abramović;abramović;2;
abraze;abraze;1;
abrazif;abrazif;3;
abri-bus;abri-bus;4;
abrir;abrir;1;
abris-bus;abris-bus;1;
abrit;abrit;1;
abro;abro;1;
abrout;abrout;1;
abrutisé;abrutisé;1;
abrèger;abrèger;1;
