mainform;variation;count;details
binks;binks;319;
taga;taga, tagas, tagasses, tagass, tagasse, taga';205;taga (191), tagas (6), tagasses (3), tagass (2), tagasse (2), taga' (1)
kichta;kichta, kichtas;78;kichta (68), kichtas (10)
fala;fala, falas, fala';79;fala (41), falas (37), fala' (1)
tchop;tchop, tchope;66;tchop (64), tchope (2)
chibre;chibre, chibres;108;chibre (83), chibres (25)
kwer;kwer, kweh;29;kwer (18), kweh (11)
tamien;tamien, tamiens;30;tamien (27), tamiens (3)
